longitude, latitude, altitude, time, station, wd, wspd, atmp, wtmp
degrees_east, degrees_north, m, UTC, , degrees_true, m s-1, degree_C, degree_C
-122.82, 37.75, 0.0, 2005-01-01T00:00:00Z, 46026, 272, 7.3, 10.4, 13.0
-122.82, 37.75, 0.0, 2005-01-01T01:00:00Z, 46026, 210, 6.5, 10.1, 12.9
-122.82, 37.75, 0.0, 2005-01-01T02:00:00Z, 46026, 218, 9.8, 11.4, 12.9
-122.82, 37.75, 0.0, 2005-01-01T03:00:00Z, 46026, 246, 7.3, 10.6, 12.9
-122.82, 37.75, 0.0, 2005-01-01T04:00:00Z, 46026, 262, 6.9, 11.0, 12.9
-122.82, 37.75, 0.0, 2005-01-01T05:00:00Z, 46026, 261, 6.4, 11.3, 12.9
-122.82, 37.75, 0.0, 2005-01-01T06:00:00Z, 46026, 276, 6.3, 10.7, 12.9
-122.82, 37.75, 0.0, 2005-01-01T07:00:00Z, 46026, 260, 10.7, 10.1, 12.8
-122.82, 37.75, 0.0, 2005-01-01T08:00:00Z, 46026, 264, 9.1, 11.3, 12.9
-122.82, 37.75, 0.0, 2005-01-01T09:00:00Z, 46026, 262, 6.8, 10.8, 12.9
-122.82, 37.75, 0.0, 2005-01-01T10:00:00Z, 46026, 280, 6.4, 10.7, 12.9
-122.82, 37.75, 0.0, 2005-01-01T11:00:00Z, 46026, 267, 5.1, 10.0, 12.9
-122.82, 37.75, 0.0, 2005-01-01T12:00:00Z, 46026, 264, 5.9, 10.5, 12.9
-122.82, 37.75, 0.0, 2005-01-01T13:00:00Z, 46026, 266, 6.2, 10.7, 12.9
-122.82, 37.75, 0.0, 2005-01-01T14:00:00Z, 46026, 264, 5.0, 10.7, 12.9
-122.82, 37.75, 0.0, 2005-01-01T15:00:00Z, 46026, 245, 7.5, 9.8, 12.9
-122.82, 37.75, 0.0, 2005-01-01T16:00:00Z, 46026, 213, 3.7, 10.4, 12.8
-122.82, 37.75, 0.0, 2005-01-01T17:00:00Z, 46026, 203, 4.3, 10.7, 12.8
-122.82, 37.75, 0.0, 2005-01-01T18:00:00Z, 46026, 193, 5.7, 10.5, 12.9
-122.82, 37.75, 0.0, 2005-01-01T19:00:00Z, 46026, 185, 3.8, 10.7, 12.9
-122.82, 37.75, 0.0, 2005-01-01T20:00:00Z, 46026, 220, 6.0, 11.3, 12.9
-122.82, 37.75, 0.0, 2005-01-01T21:00:00Z, 46026, 210, 5.3, 11.2, 13.0
-122.82, 37.75, 0.0, 2005-01-01T22:00:00Z, 46026, 226, 6.8, 11.2, 13.0
-122.82, 37.75, 0.0, 2005-01-01T23:00:00Z, 46026, 243, 6.7, 11.1, 13.0
-122.82, 37.75, 0.0, 2005-01-02T00:00:00Z, 46026, 261, 6.9, 11.0, 13.0
-122.82, 37.75, 0.0, 2005-01-02T01:00:00Z, 46026, 231, 5.4, 10.9, 12.9
-122.82, 37.75, 0.0, 2005-01-02T02:00:00Z, 46026, 225, 5.5, 11.0, 12.9
-122.82, 37.75, 0.0, 2005-01-02T03:00:00Z, 46026, 227, 4.6, 11.0, 12.9
-122.82, 37.75, 0.0, 2005-01-02T04:00:00Z, 46026, 223, 4.6, 11.1, 12.9
-122.82, 37.75, 0.0, 2005-01-02T05:00:00Z, 46026, 211, 4.9, 11.1, 12.9
-122.82, 37.75, 0.0, 2005-01-02T06:00:00Z, 46026, 205, 5.3, 11.0, 12.9
-122.82, 37.75, 0.0, 2005-01-02T07:00:00Z, 46026, 209, 5.6, 11.1, 12.9
-122.82, 37.75, 0.0, 2005-01-02T08:00:00Z, 46026, 201, 5.1, 11.2, 12.9
-122.82, 37.75, 0.0, 2005-01-02T09:00:00Z, 46026, 179, 1.4, 10.2, 12.9
-122.82, 37.75, 0.0, 2005-01-02T10:00:00Z, 46026, 206, 7.7, 11.3, 12.9
-122.82, 37.75, 0.0, 2005-01-02T11:00:00Z, 46026, 231, 5.2, 9.5, 12.9
-122.82, 37.75, 0.0, 2005-01-02T12:00:00Z, 46026, 276, 4.4, 10.6, 12.8
-122.82, 37.75, 0.0, 2005-01-02T13:00:00Z, 46026, 242, 4.6, 10.8, 12.8
-122.82, 37.75, 0.0, 2005-01-02T14:00:00Z, 46026, 225, 5.0, 10.7, 12.8
-122.82, 37.75, 0.0, 2005-01-02T15:00:00Z, 46026, 211, 3.7, 10.4, 12.8
-122.82, 37.75, 0.0, 2005-01-02T16:00:00Z, 46026, 265, 2.5, 10.7, 12.8
-122.82, 37.75, 0.0, 2005-01-02T17:00:00Z, 46026, 20, 2.2, 9.9, 12.8
-122.82, 37.75, 0.0, 2005-01-02T18:00:00Z, 46026, 133, 3.5, 9.5, 12.7
-122.82, 37.75, 0.0, 2005-01-02T19:00:00Z, 46026, 110, 4.5, 9.0, 12.7
-122.82, 37.75, 0.0, 2005-01-02T20:00:00Z, 46026, 106, 5.2, 9.4, 12.7
-122.82, 37.75, 0.0, 2005-01-02T21:00:00Z, 46026, 107, 6.7, 9.1, 12.8
-122.82, 37.75, 0.0, 2005-01-02T22:00:00Z, 46026, 91, 5.8, 8.8, 12.8
-122.82, 37.75, 0.0, 2005-01-02T23:00:00Z, 46026, 93, 5.8, 8.8, 12.8
-122.82, 37.75, 0.0, 2005-01-03T00:00:00Z, 46026, 99, 4.7, 9.2, 12.8
-122.82, 37.75, 0.0, 2005-01-03T01:00:00Z, 46026, 143, 4.6, 9.1, 12.8
-122.82, 37.75, 0.0, 2005-01-03T02:00:00Z, 46026, 118, 6.5, 8.9, 12.8
-122.82, 37.75, 0.0, 2005-01-03T03:00:00Z, 46026, 151, 4.4, 8.8, 12.8
-122.82, 37.75, 0.0, 2005-01-03T04:00:00Z, 46026, 170, 4.7, 9.0, 12.7
-122.82, 37.75, 0.0, 2005-01-03T05:00:00Z, 46026, 147, 5.5, 8.7, 12.7
-122.82, 37.75, 0.0, 2005-01-03T06:00:00Z, 46026, 173, 4.9, 9.2, 12.7
-122.82, 37.75, 0.0, 2005-01-03T07:00:00Z, 46026, 214, 5.9, 8.9, 12.7
-122.82, 37.75, 0.0, 2005-01-03T08:00:00Z, 46026, 232, 5.7, 9.3, 12.7
-122.82, 37.75, 0.0, 2005-01-03T09:00:00Z, 46026, 226, 5.4, 9.3, 12.7
-122.82, 37.75, 0.0, 2005-01-03T10:00:00Z, 46026, 247, 4.5, 9.2, 12.8
-122.82, 37.75, 0.0, 2005-01-03T11:00:00Z, 46026, 224, 2.5, 8.9, 12.8
-122.82, 37.75, 0.0, 2005-01-03T12:00:00Z, 46026, 225, 2.8, 9.0, 12.8
-122.82, 37.75, 0.0, 2005-01-03T13:00:00Z, 46026, 198, 2.0, 9.1, 12.7
-122.82, 37.75, 0.0, 2005-01-03T14:00:00Z, 46026, 218, 1.9, 9.1, 12.7
-122.82, 37.75, 0.0, 2005-01-03T15:00:00Z, 46026, 177, 1.1, 9.2, 12.7
-122.82, 37.75, 0.0, 2005-01-03T16:00:00Z, 46026, 87, 1.6, 9.4, 12.6
-122.82, 37.75, 0.0, 2005-01-03T17:00:00Z, 46026, 106, 3.3, 9.8, 12.7
-122.82, 37.75, 0.0, 2005-01-03T18:00:00Z, 46026, 77, 4.7, 9.7, 12.8
-122.82, 37.75, 0.0, 2005-01-03T19:00:00Z, 46026, 80, 5.8, 9.7, 12.9
-122.82, 37.75, 0.0, 2005-01-03T20:00:00Z, 46026, 69, 5.7, 9.7, 12.9
-122.82, 37.75, 0.0, 2005-01-03T21:00:00Z, 46026, 73, 6.3, 9.9, 13.0
